Hotel_Name,Average_Score,Hotel_Address,Review_Date,Postal_Code,City,lat,lng,Clean_Tags,Positive_Review,Negative_Review
Park Avenue Baker Street,7.7,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,5/27/2017,NW1 6DX,London,51.5241452,-0.1609907,"Leisure trip, Couple, Club Double Room, Stayed 1 night","the hotel was very convenient for both marylebone station and Baker street tube station Regents Park Staff friendly helpful, Excellent location, price","no fridge, Some road noise but only to be expected given that it s in central London, I asked for taxi booking the next morning It was a lovely chauffeur driven Mercedes But expensive Ask for a black cab"
Park Grand London Hyde Park,7.5,78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,7/9/2017,W2 6QA,London,51.5157316,-0.1802179,"Leisure trip, Solo traveler, Deluxe Single Room, Stayed 1 night","The location was excellent for me close to the rail station and underground on a lovely leafy street a short walk from Paddington The staff were friendly and helpful and I felt comfortable being on my own there, The room was clean comfortable and nicely laid out Wifi connection was generally very good There was even a mobile in the room for complimentary use locally There was a desk to work at and there was tea and coffee making and even daily biscuits The bathroom was small but modern and spotlessly clean The staff were friendly and helpful Paddington tube and rail was close by and Hyde Park was a short walk away Plenty of places to eat and drink locally Generally the area has a pleasant buzz to it It made for a hassle free and enjoyable stay, All staff friendly and helpfull Nothing was too much trouble","It was a hot day and the room was stiflingly hot when I walked in The A C was a unit right over the bed and though it cooled the room quite quickly it had a loud whirring noise that was unpleasant This would not be a problem much of the time in London only if one were travelling on a hot day, The room was occasionally a little noisy but this is central London and it could have done with air conditioning, Bathroom on small side but was clean Shower unit would have been the better option Air conditioning was on the noisy side but on the whole very enjoyable"
Park Grand London Kensington,8.4,33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,8/2/2017,SW5 0QQ,London,51.4938468,-0.1917582,"Leisure trip, Couple, Superior Double Room, Stayed 1 night, Submitted from a mobile device","Vanessa the receptionist was extremely helpful and noticed it had been my birthday the day before Vanessa up graded our room added breakfast to our stay and had a chilled bottle of bubbly with a lovely hand written note sent to our room to enjoy I have travelled the world and this welcome has been the best one to date The management should be over the moon to have her on the front desk, Great location lovely breakfast We were moved from the Park Grand to the Hyde park hotel but we were explained the reason and the hotel organised the change very well Bathroom had a nice new feel, The staff at this Hotel were excellent couldn t do enough for us We will definitely stay there again Extras like fruit and water in the room certainly not a basic Hotel Would give it 10 stars as could not fault anything Pam Gaynon","Nothing, The room itself looked a bit tired and need painted recarpeted, Room size was a little small considering I had booked a deluxe room and no bath was provided although I may have been able to ask for a room with one"
Park Grand London Lancaster Gate,8.8,14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,8/2/2017,W2 3DU,London,51.5132069,-0.1807816,"Leisure trip, Couple, Deluxe Double Room, Stayed 1 night","It was my birthday and when we returned the room there was a small bottle of Prosecco and a slice of chocolate cake on a plate iced with happy birthday It did make me feel very special so a good touch, Great location exceptional staff made very welcome at reception Room terrific bed super, It was the little extra thought that made this hotel the best a cold flannel when you arrived and a refreshing fruit drink Letting you know the weather forecast for the following day and then to top it all fresh towels arranged as love swans when we returned back to the hotel made for great memories Will certainly be back thankyou","Not able to have late night drink outside at tables as residential area and not licensed Shame would have finished the day off nicely, Creaky floorboards of the room above, Nothing everything was really nice and lovely I suppose a breakfast being included would of been nice"
Park Grand Paddington Court,8.1,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,8/2/2017,W2 3DP,London,51.5135555,-0.180002,"Business trip, Solo traveler, Deluxe Single Room, Stayed 1 night","The staff were all extremely pleasant and helpful on my arrival i was a little early but the staff were very helpful in arranging a room for me Room very clean and modern and excellent, Our first room was small and had noisy air conditioner units outside window we complained they moved us to the same grade quieter room 1st night and 2nd night upgraded us to the club room I would definitely stay again but book the club room from the off, Clean comfortable modern rooms friendly staff Good location a few minutes walk to either Paddington train station and Paddington and Lancaster Gate tube station","Nothing to complain about, The room I had this time was top floor and not accessible by a lift not a major issue for me but could be for some, Bed Pillows a bit too firm"
Park International Hotel,7.8,117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom,7/20/2017,SW7 4DS,London,51.4945144,-0.1866172,"Leisure trip, Couple, Deluxe Double Room, Stayed 2 nights, Submitted from a mobile device","Attentive friendly staff at reception and breakfast room Attractively furnished room with plenty of storage Ample breakfast Good location for museums and Royal Albert Hall Gloucester Road underground station nearby, Great breakfast comfortable bed small but adequate room for 1 night stay Location was great being 5 minutes from Gloucester Road tube station and 20 minutes walk from Hyde Park where we were going to a concert, everything was just perfect We dined one night had drinks and cocktails also tea and scones sitting in the lovely reception area The tube was just along the street which was very convenient for going into town and the theatre Even the weather was perfect","Earlier check in, Nothing really, payment completed on another card on the day however funds were still locked from holding card though asked receptionist to amend still hadnt happened 5 days later"
Park Lane Mews Hotel,7.0,2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom,8/2/2017,W1J 7BS,London,51.5059334,-0.1489418,"Leisure trip, Solo traveler, Single Room, Stayed 2 nights","Really good location Friendly staff The breakfast was OK, The location was pretty good if a bit hard to find, Small rooms but perfectly adequate for the price Location excellent Nice complimentary shower gel etc Special offer on breakfast","The hotel needs to be upgraded I had a single room which was good value for money but it was just that a single bed and very small room not often found in hotels these days, Not accessible so don t book here if you re in a wheelchair because there are 3 steps to get to the lifts, It would seem original air conditioning unit not working any more Ones in the room very noisy and not terribly effective"
Park Plaza County Hall London,8.4,1 Addington Street Lambeth London SE1 7RY United Kingdom,8/2/2017,SE1 7RY,London,51.5014001,-0.1160092,"Business trip, Couple, Superior Double Room, Stayed 1 night, Submitted from a mobile device","You re always my hotel of choice You re staff are incredible and recently you ve been giving me wonderful upgrades I always recommend you and when work ask me if I have a preference of accommodation you re my first pick I ve been staying with you for years so thank you, The staff were all excellent The reception staff especially they went out of their way to make the kids feel welcome, Room was very well appointed and facilities were good","I wish you had wheat free snacks, Bit of a wait for a table at breakfast, Breakfast was an absolute disaster 20 minute wait for a table que to get brerakfast and then a que to get toast by which time your breakfast was cold If you got the toast first and qued for breakfast you toast would have been cold No tea or coffee offered for 30 mibns"
Park Plaza London Park Royal,8.9,628 Western Avenue London W3 0TA United Kingdom,7/26/2017,W3 0TA,London,51.527262,-0.282992,"Business trip, Solo traveler, Superior King Room, Stayed 1 night","Very contemporary style with all the mod cons including remote control lights Delightful stay and would book again if in area, Good location clean throughout and polite and friendly staff, The Hotel Was clean and the beds comfy it is well situated for buses and railway station and plenty of food outlets a short walk away The staff were very pleasant and nothing was to much trouble for them","Nothing to do with the staff but felt uncomfortable with a drunk and aggressive customer and not confident the staff could have dealt with it if the behaviour got worse not that they should have to of course, Breakfast buffet was badly managed Constantly running out of food and no one keeping and eye on situation, Food was good but a bit exspensive"
Park Plaza London Riverbank,8.3,18 Albert Embankment Lambeth London SE1 7TJ United Kingdom,8/3/2017,SE1 7TJ,London,51.4913737,-0.1214194,"Solo traveler, Superior Double Room, Stayed 1 night, Submitted from a mobile device","Very comfortable room and a great size for 2 or like me a single person who likes extra space executive suite I got a part river view on the 16th floor which I wasn t expecting However definitely request a high floor number if you re not directly facing the river as the very tall Corniche Building to the west will block out a lot of light Very friendly and helpful staff, Very clean room Bed was exceptionally comfortable Fantastic view of the Thames and Westminster Staff very friendly and helpful Food was excellent, The breakfast was very good and set you up for the day Found the beds to be very comfortable All round very pleasant stay","The tv picture quality was very poor and the shower water pressure wasn t very strong in my room, Bar prices could be cheaper, The view from the room was poor looking across to other rooms No outside view at all Very wet rainy on first day concierge had no umbrellas to pass out"
Park Plaza London Waterloo,8.8,6 Hercules Road Lambeth London SE1 7DP United Kingdom,8/2/2017,SE1 7DP,London,51.4982412,-0.1134715,"Leisure trip, Couple, Superior King Room, Stayed 1 night, Submitted from a mobile device","Lovely big comfortable bed Lovely complimentary toiletries Friendly staff Ate breakfast in the restaurant we didn t book ahead and it was cheaper not to Room was very quiet Close to an underground station, The whole experience was outstanding from swimming with the kids to our family meal, Great bed I booked twin room and beds are really huge Clean toilet Fast wifi service nice staff","Didn t like the bathroom There is a sliding door which is heavy and awkward to move and blocks out no sound I won t go in to details I would have liked some drinking water in the room, Not a grumble at all but the coffee bar didn t open until 7 00, Breakfast was bit insufficient compare to hotel quality but except this I think everything was perfect"
Park Plaza Sherlock Holmes London,8.2,108 Baker Street Westminster Borough London W1U 6LJ United Kingdom,8/27/2016,W1U 6LJ,London,51.5209191,-0.1566567,"Couple, Superior Double Room, Stayed 1 night, Submitted from a mobile device","Great location good facilities, Everything from the check in where Joanna the receptionist was superb then also the rest of the staff were always pleasant helpful, Location very central hotel overall very good","Sliding door to toilet and bathroom, nothing, Nothing"
Park Plaza Victoria London,8.6,239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom,7/13/2017,SW1V 1EQ,London,51.4942539,-0.1414756,"Leisure trip, Family with young children, Superior Twin Room, Stayed 1 night, Submitted from a mobile device","Fantastic welcome from the minute we walked in Offers of carrying our luggage to the room Very nice receptionist Speedy check in No pressure to upgrade We felt very welcome, Ice machines in every lift lobby a big plus in London Staff pretty cooperative Otherwise I do not really touch the sides, First class location accessible clean friendly and welcoming The accommodation was spotless and all customer facing staff polite happy and efficient We arrived by car parked at the hotel in the basement hotel parking and had a lovely 2 day break Check was at midday no hassle and was priced very favourably compared to any other alternatives","Nothing, Trivial things I never take breakfast far too expensive and too many excellent options as near as across the road Aircon is a bit weak and ineffective in really hot weather, We enjoyed a laid back late evening drink in the bar accompanied by sedate laid back live music close to both the train and coach stations the river parliament buck house and theatre an easy stroll away"
Park Plaza Westminster Bridge London,8.7,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,8/3/2017,SE1 7UT,London,51.5009609,-0.1165913,"Leisure trip, Couple, Superior Double Room, Stayed 3 nights, Submitted from a mobile device","The bath was huge and nice to relax in just take your own bath salts bubble bath and relax in a nice hot bath or if you prefer a shower it was roomy and a nice flow of water but not a power shower The room was spacious with a decent size comfortable bed the fridge is big enough to put in few cans and 1 pint plastic milk carton The food there is pricey but very tasty but no dearer than most other hotels they have a great selection of wines and whisky but not larger or beer or cider if that s what you drink the staff are pleasant and helpful and there is a bus stop right outside the hotel that buses and tour buses stop You are within walking distance of Big Ben the London eye and a few other attractions and about a ten minute walk of Waterloo train station and a 20 30 minute stroll away from Covent Garden Piccadilly Leicester Square or a 3 minute tube ride There is a nice little convenience store about 20 yards away which a wide range of products like a spar a little pricey compared to a supermarket but you are in the centre of London, The staff really do make a difference We received a complimentary upgrade in room and when explaining we d have an early start to travel on leaving Richard at reception without prompting organised a breakfast pack for us Stunning rooms with an iconic view of the London Eye topped off with excellent guest relations Will definitely stay here again, The room was great and the swimming pool sauna steam room a great way to start your Sunday morning We got upgraded on arrival and provided with a bottle of Prosecco as well","Nothing really sticks out, There were quite a few children in the pool on the Sunday morning, It would have been better if breakfast was included for the price paid"
Pestana Chelsea Bridge Hotel Spa,8.6,354 Queenstown Road Battersea London SW8 4AE United Kingdom,8/2/2017,SW8 4AE,London,51.4815995,-0.1481053,"Leisure trip, Solo traveler, Deluxe King Room, Stayed 1 night","The bar open late and serving food that made a perfect little meal Quick service good choice Location next to the Battersea park just across the road Very easy to reach the hotel by bus good to know if you are actually living in hotel and going there for a city break for instance, Restaurant food exceptional service and attention very good Room very comfortable and spacious, Second time I have used for business My room was really clean and well presented I was on the quiet side of the hotel so really lovely Facilities good nice pool not huge but there was no one else in when I went for early morning laps Also sauna and stream Breakfast offers really good selection They were busy good service when I first sat down I asked for fried eggs which are cooked to order which were a bit slow coming out Overall really good quality hotel close to central London and Chelsea Really nice to have Battersea Park just across the road great park really nice feature lots to see","The view over the railways from my room The pool closed early, Unfortunate experience with lunch upon our arrival Attention to detail would have saved a lot of unnecessary bad feeling and lack of confidence in the ability of staff involved, Even at the coolest setting the room was too hot at night This was not during a spell of hot weather which in any case does not bother me The breakfast room was also too warm in places near the aircon outflows although the staff could not have been more helpful in trying to move me to a cooler part of the area"
Portobello House,8.4,225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom,7/26/2017,W10 6HQ,London,51.5199224,-0.2116636,"Leisure trip, Group, Club King Room, Stayed 1 night, Submitted from a mobile device","Room and bathroom was exceptionally clean Staff were extremely helpful and accommodating of our needs and the whole premises was tastefully decorated We also ate in the bar while we stayed and the food was of a very high standard The whole place had a relaxed atmosphere, The room was very comfortable with all our requirements met only gripe was the lack of tea making in the room which was quickly sorted on request but the hot water system was not adequate for tea making to cold but everything else was perfect the staff and managers etc, Beds comfortable room clean and well presented bathroom clean shower good size with powerful water supply WiFi easy to access adequate storage hanging space Facility of access after 23 00 and the general security of the premises and room Surprisingly quiet Friendly personnel Clean bar area used for serving breakfast was impressed that the area had been cleaned so well after noting that it was a well used fashionable bar until late the night before","Excellent location great service immaculate rooms great a shower Breakfast was poor microwaved porridge and undercooked eggs and when I asked for ice they said they had no access to the ice machine but your in London so go out for breakfast I assume the hotel is separate from the restaurant so whilst it s be good of they get a key these little niggles weren t a big deal It s a great spot for the price, Nothing, Tea making facicities in the room"
Pullman London St Pancras,8.9,100 110 Euston Road Camden London NW1 2AJ United Kingdom,8/2/2017,NW1 2AJ,London,51.5286766,-0.1283489,"Leisure trip, Couple, Deluxe King Room, Stayed 2 nights, Submitted from a mobile device","Excellent location for public transport Well appointed rooms with commanding views Friendly team and a really good breakfast selection A bonus was an espresso machine in the room, Bright modern quality hotel Five mins walk from Kings Cross St Pancras or Euston Soundproofing and blackout excellent Very clean great huge bed great shower Staff very friendly Highly recommend, I was traveling alone with my son The staff were really helpful The restaurant was great and it was the perfect location to head to St Pancreas ready for the Disney express","All fine, No faults on my stay, Can t fault this hotel based on one night stay Happy to recommend"
Radisson Blu Edwardian Berkshire,8.1,350 Oxford Street Westminster Borough London W1C 1BY United Kingdom,6/25/2017,W1C 1BY,London,51.5146025,-0.1481978,"Family with young children, Standard Double Twin Room, Stayed 1 night, Submitted from a mobile device","Loved the excellent location as we were going to the American embassy early the next morning Location was important for this visit and it didn t disappoint, Excellent location near Bond Street Station Very close to the shops Lovely room friendly staff, Good location for shopping art galleries etc and close to underground stations The room was adequate for one person The staff were very helpful","The view room711 from our room was straight into Debenhams staff quarters, I was charged 20 for a croissant tea fruit yoghurt in my room for breakfast Completely overpriced, Nothing really"
Radisson Blu Edwardian Bloomsbury Street,8.6,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,8/2/2017,WC1B 3QD,London,51.517608,-0.1276253,"Leisure trip, Family with young children, Standard Double Room, Stayed 1 night","Sean of your customer relations was very helpful and gave us a great welcome, Proximity to shops restaurants theatre etc Comfortable bed and good fecilities in the room Friendly staff, The breakfast was amazing well cooked and presented The staff were friendly and helpful Reception staff were extremely helpful advising on transport and use of the Boris bike s","Why cant we asked cheekily retrospectively get some Club Carlson points for this stay I have now registered and have an account 6015 9950 6907 8911, Because we travelled with a theatre trip we were not allowed to sit in the main restaurant they had 4 5 long tables seating about 12 each They were covered in empty dishes dirty plates stale food Not one waitress came near the tables the whole time we were there and we had to clear a space and get our own cutlery the tea was in an earn and was cold and grey The food was cold too I have never stayed in a hotel as bad as this before for breakfast, The room was a bit on the small side"
Radisson Blu Edwardian Grafton,8.3,130 Tottenham Court Road Camden London W1T 5AY United Kingdom,8/3/2017,W1T 5AY,London,51.5241386,-0.1380807,"Business trip, Solo traveler, Standard Double or Twin Room, Stayed 1 night","Andrew at hotel desk was very helpful and professional on arrival, We got upgraded to a suite which was amazing Great room view was fabulous from our balcony Hotel was very quiet with little outside traffic noise noticeable, Friendly receptionist only too pleased to help Changed our room to a higher floor without any problems Enjoyed a nice glass of wine in the bar most spacious and relaxing","bacon at breakfast was streaky rather than usual back and had to enquire for fried egg, We stayed there twice over a 5 day period The first room was not great We had no view and looked out over air conditioning ventilation ducts The air conditioning was poor room very warm However as we wee only staying overnight we weren t in room long enough for it to be a massive issue The suite upgrade was much appreciated and made the last night of our holiday a very pleasurable and memorable one, People going to book tickets at the reception when they ought to see the concierge and taking over twenty minutes People booking in and having problems paying with cards which holds up the queue People in line getting irritated and moaning because of the wait Disappointed with our meal in Steak and Lobster restaurant as it had been recommended"
Radisson Blu Edwardian Hampshire,8.7,31 36 Leicester Square Westminster Borough London WC2H 7LH United Kingdom,7/25/2017,WC2H 7LH,London,51.509963,-0.129797,"Leisure trip, Couple, Superior Double or Twin Room, Stayed 1 night, Submitted from a mobile device","Friendly and helpful staff Hotel very comfortable Expensive but easy access to everything we wanted to visit, Location in Leicester square and staff very friendly and helpful very clean and tidy and nothing was ever a problem for the staff, Everything we asked for was given with a smile The concierge in particular Rooms very comfy and clean","Open doorway to street from breakfast area created quite a draught when opened, The bar could be separate from the restaurant, Being short I would have preferred a low table at breakfast but only the tall ones were available"
Radisson Blu Edwardian Kenilworth,8.2,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,8/2/2017,WC1B 3LB,London,51.5179725,-0.1280495,"Leisure trip, Group, Standard Double Twin Room, Stayed 1 night","Really comfy beds lots of toiletries provided, Comfy beds and air conditioning that actually works Cannot fault this hotel staff were friendly and helpful They went out of their way to make myself and my niece comfortable Excellent location and would definitely stay again, Comfy bed","Room was positioned close to Lift shaft so the fire door created a vacuum in the corridor rattling our bedroom door, Nothing everything perfect, We were woken at 8 30am on a Saturday morning to ask when we would be checking out check out time was 11am We were then disturbed again at 9 30am to see if we were still in the room When we mentioned this at checkout we were told we should have used the Do Not Disturb switch in the room I think this happens because you can check out by app whenever you like so they do not know who is still in the hotel"
Radisson Blu Edwardian Mercer Street,8.7,20 Mercer Street Covent Garden Camden London WC2H 9HD United Kingdom,8/3/2017,WC2H 9HD,London,51.5139275,-0.1271506,"Leisure trip, Couple, Standard Double Room, Stayed 6 nights, Submitted from a mobile device","The bed The staff The facilities The location The decor, For an urban hotel it was perfect in every way Fresh clean very helpful staff lots of hot water The bed was wonderfully comfortable The location for being so central was remarkably quiet in the morning, The staff are just brilliant the parking of the car was done very efficiently and returned to us for our departure the selection of breakfast was excellent and the location was ideal for the theatre We have stayed here twice now and would not dream of staying anywhere else when we visit London Thank you all","I liked the breakfast but I would of preferred it to be less fussy Normal baked beans Keep it simple and traditional, No minibar fridge in room found the room compact a bit on the small side we have stayed here a few times the first time when it was The Mountbatten and preferred the lay out and decor not sure if work is still being done but seemed very unfinished I must say for how much we paid I was a little disappointed, breakfast No ordinary marmalade something homemade that did not pass as marmalade only Strawberry Jam or honey Not enough choice"
Radisson Blu Edwardian New Providence Wharf,9.0,5 Fairmont Avenue Canary Wharf Tower Hamlets London E14 9JB United Kingdom,8/2/2017,E14 9JB,London,51.5065578,-0.004514,"Leisure trip, Couple, Superior King or Twin Room, Stayed 2 nights, Submitted from a mobile device","We liked the location of the hotel food was good and staff very helpful We went to a concert at the o2 which was very easy and quick to get to from the hotel, Beautiful room looking directly over the Thames and o2 Big bed very modern throughout and a huge bath looking over the Thames too Great breakfast in very nice terrace room Very helpful friendly staff Valet parking excellent too, The entrance and approach is very welcoming Spotless nice fresh airey feeling and nice smells Staff very pleasant on checking in and during our stay The room and bathroom were spotless and the facilities in the room more than adequate could not fault it The outside area is pleasant with views of the Thames","I didn t have any issues, There was nothing we could fault during our short stay Would stay there again when in that area and happy to recommend it, Breakfast dining room staff not at all attentive All the other staff more than compensated for this though"
Radisson Blu Edwardian Sussex,8.0,19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom,7/10/2017,W1H 6PA,London,51.5144381,-0.1558337,"Leisure trip, Solo traveler, Standard Double Twin Room, Stayed 1 night, Submitted from a mobile device","We were greeted well and offered a smaller room that was ready early or the original room a little later and also given complimentary breakfast if we chose the smaller room The water in reception was fab as were the sweets The breakfast was lovely There was banging in the room as a result of improvement work Reception were helpful about time this and reassured us that this would stop by 4pm, The breakfast was excellent the room comfy and the staff friendly and attentive, Lunch in the restaurant was excellent service very good Came back after concert in Hyde park and restaurant about to close but still served us and staff very helpful Breakfast very good food freshly cooked","Although the hotel was lovely and in good location it is still quite expensive 200 a night, Room 120 the bathroom of the room above got flooded and the water dripped down through the spotlight fitting into our bathroom However the staff were very quick at resolving the issue and couldn t have been more helpful, Double bed was slightly small but room was quite small too but extremely clean Looked out onto brick wall which made room quite dark would have been nice to have a window view"
Radisson Blu Edwardian Vanderbilt,8.2,68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,7/10/2017,SW7 5BT,London,51.4953691,-0.1818966,"Leisure trip, Couple, Deluxe Room, Stayed 3 nights, Submitted from a mobile device","Comfy bed big room Great breakfasts plenty of choice Initial problem with room allocation resolved promptly and professionally thanks Adam, Staff excellent great stay, Bed was super comfy staff very friendly and available at all times for any questions we had Made to feel very welcome and the service was lovely","Bathroom a little tired, The room was dated and needed a bit of a facelift to match the rest of the hotel and it was supposed to have been a deluxe room, We booked double room but was not available but upgraded us to two superior single rooms So no real complaints And rooms were next door to each other"
Radisson Blu Portman Hotel London,7.9,22 Portman Square Westminster Borough London W1H 7BG United Kingdom,8/2/2017,W1H 7BG,London,51.5161911,-0.1579487,"Business trip, Couple, Standard Double Room, Stayed 3 nights","everything was fine, We ended up at the Radisson Blu after a nightmare with our original accommodation booking But we are so pleased we did Amazing staff Stefania on reception was wonderful and an absolute credit to Radisson All in all a great stay Comfortable rooms good facilities great location and a nice breakfast Would highly recommend, Georgiana Reception Desk was very professional and yet friendly at the same time She is a very good representative of your hotel","we had to upgrade to a business class room as the room you gave us was very basic and only had a very small double bed but business class was excellent with a king sized bed wasupgraded everything was fine, We were kept waiting for a pot of tea late at night You seemed to be understaffed and the staff on duty whilst very polite and courteous needed some training in managing customers, Not enough staff on at a very busy breakfast The staff did their best but slightly overwhelmed"
Rafayel Hotel Spa,8.0,34 Lombard Road Battersea London SW11 3RF United Kingdom,8/2/2017,SW11 3RF,London,51.4703604,-0.1779869,"Couple, Emperor Suite, Stayed 2 nights, Submitted from a mobile device","I loved how clean the room was very impressed with how helpful the staff were Will definantly go again, Was a lovely hotel very comfortable room quite staff was friendly and helpful Also very clean plus a beaiful view from our hotel room I would happily stay again, I liked the room we had it was very spacious and clean The bar was nice and I liked how we could order takeaways to the hotel","There wasn t anything I was unhappy about loved it all, In the sparoom one of the steam rooms wasn t available was a shame as I really enjoyed the spa, I didn t like the fact i had paid a lot of money to stay but yet I still had to pay 4 to watch a film on the tvs I also was not made aware that I didnt have a river view until the day before"
Rathbone,8.3,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom,7/21/2017,W1T 1LB,London,51.5186801,-0.1354055,"Couple, Twin Room, Stayed 1 night","Excellent stayed in one of the new refurbished rooms beautiful huge walk in shower loved the new decor windows opened onto the street the staff at this hotel are all very friendly helpful especially Christina who is amazing and an asset to this hotel good breakfast will stay here again, Perfectly positioned for Oxford Street Tottenham Court Road Quiet location Lots of good restaurants in the area No complaints about the hotel staff Very friendly staff excellent service, The lication is perfect for restaurants bars shopping and theatre yet its not overcrowded The hotel is small cosy not pretentious but a nice touch of modest luxury Bed linen immaculate and beds pillows very comfortable Jewel in the crown are the staff get the impression they are happy in their work and they are friendly helpful We always stay here when in London if we can get a reasonable price","No cons, The bathrooms are small and dated with shower curtains but very clean and good mirrors Nothing to worry about, Nothing it was all perfect"
Rocco Forte Brown s Hotel,9.1,33 Albemarle Street Mayfair Westminster Borough London W1S 4BP United Kingdom,2/27/2017,W1S 4BP,London,51.5090558,-0.1421661,"Leisure trip, Couple, Executive King Twin Room, Stayed 1 night","The staff were very friendly and efficient The bar hix and tea room had a great atmosphere, Staff friendly and helpful, The bed was very comfortable as was the room itself Food was excellent","Booked an executive room which was disappointingly on the small side air conditioning was extremely noisy and we had an interconnecting room so could clearly hear noise from next door For a room rate of just under 600 this was not really very good, Not much the suite was set up for business vs leisure with the location of the desk but was easy to get this adjusted, Wrong room allocated on arrival double not a twin Tried to ask us to move rooms later in the evening It was disappointing and we had to press for a resolution However it was resolved after an hours wait"
Rosewood London,9.4,252 High Holborn Holborn Camden London WC1V 7EN United Kingdom,7/11/2017,WC1V 7EN,London,51.5173303,-0.1180966,"Business trip, Solo traveler, Executive King Room, Stayed 1 night","I generally stay here when I m in London for business or play Well worth it great location near everything I m interested in I usually eat in town so can t say about the restaurant except Scarfs for late snack and drinks which is very nice but busy and breakfast either in the Mirror room or the Holborn each they re own style but very nice Staff look after you very well, Everything It was perfect in every way worth every penny, Out of this world service and the most beautiful hotel I have ever set foot in Staff can t do enough for you Comfiest beds stunning rooms and a real special London feel I can t fault the Rosewood London and I can t wait to return","N A, The resident dog Pearl had gone away for the weekend so we didn t get a selfie with her, Couldn t fault anything"
Royal Garden Hotel,8.8,2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom,8/2/2017,W8 4PT,London,51.5027022,-0.1882164,"Leisure trip, Family with young children, King Room, Stayed 2 nights, Submitted from a mobile device","Had a very enjoyable stay at the Royal Garden Hotel even though had traveled to see Phil Collins in concert which was cancelled still went down for the weekend The staff were so friendly and professional we felt at home from the minute we walked though the door The views of the park from our window were stunning and there were plenty of places to eat and drink around the hotel re booked for November already, Staff were friendly helpful helped to make our stay Great location They had scooters at the concierge to use at the park, excellent location comfortable room and bathroom great view over Kensington gardens very good receptionist on check in","We were disappointed as we thought the breakfasts were inclusive and should had been for the cost of the rooms at 450 per night I have checked on your website after returning and you are advertising the same rooms for a lot less please explain why, Did think the cost of breakfast is a little high at 25 per person so chose to eat out, Couldn t find anything not to like in our two night stay"
Rubens At The Palace,8.7,39 Buckingham Palace Road Westminster Borough London SW1W 0PS United Kingdom,8/2/2017,SW1W 0PS,London,51.4981471,-0.1436492,"Leisure trip, Couple, Small Double Room, Stayed 3 nights","Location was excellent Room was clean and bathroom extras were good Staff were very friendly and helpfull, The staff were uniformly excellent and the service ethic was obvious throughout, The location is perfect the hotel gorgeous the staff couldn t do enough for us Have been twice and have 2 more trips planned","Could have been a little more drawer space and a fridge also food in the hotel was like all of London expensive, Kettle didnt work in room next morning and sockets not well positioned for moirror or bedside, Could not have been any better"
Rydges Kensington Hotel,8.1,61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom,8/2/2017,SW7 4PE,London,51.4956883,-0.1827878,"Leisure trip, Solo traveler, Standard Single Room, Stayed 2 nights, Submitted from a mobile device","Super clean rooms with very friendly staff The bed was really comfortable The location was amazing, Stayed before and was offered a loyalty card which I produced and was offered a free drink at the bar where we had lunch Continental breakfast was included which was excellent don t need a full English Bed was very comfy, Whilst the room was very spacious and comfortable the bathroom although very clean was tiny especially as it was supposedly a superior twin room The breakfast was great with a lovely choice of juices and food The amenities were very good We stayed here to go to a concert at the Royal Albert Hall and it was just a few minutes walk","The rooms are very small which is ok but not when the space is taken up by a huge desk I was going to store my case in the wardrobe but that had an ironing board in it Being a bit more clever with furniture like a desk which folds down from the wall freeing up floor space and an ironing board built into the wardrobe would make the space much more pleasant to be in, The cleaning staff were a little non commital when we said good morning, The size of the bathroom"
Saint Georges Hotel,7.5,14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,7/19/2017,W1B 2QS,London,51.517839,-0.1424476,"Leisure trip, Group, Twin Room, Stayed 1 night","Hotel booked based on location which met all our needs Did not have breakfast as felt the price was expensive and not included in the room price Even though was a hot day and evening the room was comfortable to sleep in, Clean comfortable friendly helpful staff wonderful welcome excellent location 15th floor bar restaurant comfortable good size bed plenty of room, Location view space around the bed and comfortable room","Price of breakfast, Some minor refurb needed e g doors scuffed window sill in 1202 needs attention A towel rail in the bathroom would be helpful These things wouldn t stop me staying there again, Doors in corridor looked shabby WiFi slow The heights shut too early on a Saturday night closed we returned from show hello"
